name,focal x,focal y,"rot matrix 0,0","rot matrix 0,1","rot matrix 0,2","rot matrix 1,0","rot matrix 1,1","rot matrix 1,2","rot matrix 2,0","rot matrix 2,1","rot matrix 2,2",x_translation,y_translation,z_translation
genim_batch_0_1.png,1529.2042520826117,1755.3753487244207,0.9873959942325384,-0.14084636870919032,0.07219038021074473,0.06957591563583305,0.986823114359359,-0.06999034396485769,-0.06138125003419595,0.07963944617794938,0.9949321086168187,1.0560138728613888,-22.870947729427716,9.44123143922026
genim_batch_0_2.png,1529.2042520826117,1755.3753487244207,0.929584252469251,0.3682029264698502,0.017312495493772437,-0.38188570099361036,0.9230317033788303,0.1131307533740837,0.0256750922607214,-0.11153062134056765,0.9934292678096365,-40.7523232168233,2.5243581846464136,3.9095634595340063
genim_batch_0_3.png,1529.2042520826117,1755.3753487244207,0.9434435784708565,-0.3265229185589078,0.05741949057487118,0.2638907501132169,0.9188975773636379,0.25307148898370196,-0.1353962719697102,-0.22138208141358226,0.9657421102787712,11.210050450059825,12.080830925051208,14.632870591793841
genim_batch_0_4.png,1529.2042520826117,1755.3753487244207,0.9934488706351856,0.05025722833905832,-0.10263309618904622,0.051972389718223544,0.9986914030331081,0.01459674305173473,0.10323238267922812,-0.009470612833274565,0.9946121770111864,-9.690686246369966,-10.650346937175721,0.45622355672139414
genim_batch_0_5.png,1529.2042520826117,1755.3753487244207,0.9898065765607287,-0.019153879221518243,-0.14112430658075173,0.15860706094659766,0.9879450877399552,0.14943367474101837,0.136560830889544,-0.15361520927714106,0.9786488169642354,1.055249560752605,6.560972284778794,-8.065038065374917
genim_batch_0_6.png,1529.2042520826117,1755.3753487244207,0.962862920047369,-0.24630031296288737,-0.11059454341077521,0.34732994817979024,0.9536211018366731,-0.20502802325157052,0.1559637566375312,0.17304031312440846,0.9724877154233444,4.769924779028252,25.583759375785466,-14.582790631038058
genim_batch_0_7.png,1529.2042520826117,1755.3753487244207,0.9283909958443145,0.24971655159086487,-0.27519411820889045,0.005992926328115433,0.9681946591552605,0.05559687372002766,0.28032493506538725,0.015515986749024421,0.9597797585570298,9.898977721525807,10.93063519728136,-17.908998763593328
genim_batch_0_8.png,1529.2042520826117,1755.3753487244207,0.9703045320939262,-0.1032155628216575,0.2187593714321638,-0.11150179217542845,0.9905863051462902,-0.0655800742470022,-0.20993115318982167,0.08991840550204042,0.9735725916809502,2.677798408163932,19.64470147740909,2.3245372802528124
genim_batch_0_9.png,1529.2042520826117,1755.3753487244207,0.9809296497271619,-0.1811178826889888,-0.07052187502048743,0.24684788849176642,0.9651231611822437,0.17897203289509295,0.03564725929376865,-0.18903332066027487,0.9813234311810721,35.36983239416836,-3.120833864990444,-6.601276528297854
genim_batch_0_10.png,1529.2042520826117,1755.3753487244207,0.9943406431064143,0.10552203880736374,0.012320097104300034,-0.1176914081862351,0.993707535783748,-0.03907008888668996,-0.016365328769838924,0.03755572729329468,0.9991605193169548,1.7620770248995,12.52273275600253,20.481858503547052
genim_batch_0_11.png,1981.0924085686702,1541.3175514611105,0.9750397226668037,-0.21051306053948654,0.07058180051642896,0.13918674456353583,0.9548190145155554,-0.19917705391436705,-0.025463474003078482,0.20977345127980848,0.9774183907773848,5.396050649091782,7.779832673674173,14.222871096395632
genim_batch_0_12.png,1981.0924085686702,1541.3175514611105,0.9924683116808383,0.1224963124343771,0.0011418184469756583,-0.12340109464381642,0.9906429790197213,-0.060773177858360776,-0.008575624610379367,0.0601759217537352,0.9981509490571204,2.0874635761075413,-0.3586554734804103,19.981958799462014
genim_batch_0_13.png,1981.0924085686702,1541.3175514611105,0.9851542648977065,-0.12333161517236872,0.11941686251461467,0.00571960448369184,0.9898707280295713,-0.05554469528107855,-0.1113568396530764,0.07032250343368962,0.9912892614031981,-9.637322268387877,11.156196504204134,8.555515337343328
genim_batch_0_14.png,1981.0924085686702,1541.3175514611105,0.9955611066357128,-0.04117565050300475,-0.08463243326248678,0.12585584379862397,0.9989959520548592,-0.02109240745828385,0.08541595183954659,0.01765371302757031,0.9961889688144938,4.1554045435853375,15.811530857707124,-7.2382363833118015
genim_batch_0_15.png,1981.0924085686702,1541.3175514611105,0.9869100054582023,0.16119592805843963,-0.004951151772010365,-0.15258310682887283,0.9635549725063498,0.21710504493728996,0.03976715611438991,-0.21348931527283962,0.9761356901368313,23.05551497990425,-1.0699074017572876,-6.404669889948065
genim_batch_0_16.png,1981.0924085686702,1541.3175514611105,0.974699274462916,0.15920208115735013,-0.15689493846722227,-0.006309905303987978,0.9828769408333617,0.11797020133798161,0.17298951872046026,-0.09277724146158325,0.9805442416737975,-1.6652421577833818,-0.6944682430543936,2.7745183675399723
genim_batch_0_17.png,1981.0924085686702,1541.3175514611105,0.9923791304663891,0.11194429110147221,0.051498903916122565,-0.16219772384320702,0.9878471758758165,-0.1141293722894507,-0.06364917846904027,0.10782593752878906,0.9921302078236777,-12.798920750738676,-28.10789088542371,13.01546566616591
genim_batch_0_18.png,1981.0924085686702,1541.3175514611105,0.9848902373341776,0.1724378783203015,0.016012449038800725,-0.18131246142482943,0.9495459250882268,-0.26861983459891015,-0.06152479008846252,0.2619689185165612,0.9631131740018064,13.124987432782358,6.041684227353754,3.1203669027675716
genim_batch_0_19.png,1981.0924085686702,1541.3175514611105,0.9896481198920686,-0.1434462623891069,-0.0044461894572032585,0.14061726096954386,0.9414548618212919,-0.30889807707307376,0.04849616129637728,0.3050998409695549,0.951084754046593,-10.261592878971715,-6.861306760383462,-5.2062812282266275
genim_batch_0_20.png,1981.0924085686702,1541.3175514611105,0.9826650681374873,0.16555639341247838,0.08342927820975109,-0.22847764823039446,0.9015554515073418,0.3910729550251618,-0.010471492590197626,-0.399735973434523,0.916570509772864,-34.803463330360096,-8.014314978790237,7.203282340591157
